,TR2144|c0_g1_i1,GO:0032550,atp-dependent zinc metalloprotease ftsh chloroplastic-like isoform x1,,,,,,
,TR36027|c1_g2_i1,GO:0031461,periodic tryptophan protein 2 homolog,,,,,,
,TR36027|c1_g2_i1,GO:0043232,periodic tryptophan protein 2 homolog,,,,,,
,TR36027|c1_g2_i1,GO:0006405,periodic tryptophan protein 2 homolog,,,,,,
,TR36027|c1_g2_i1,GO:0006221,periodic tryptophan protein 2 homolog,,,,,,
,TR36027|c1_g2_i1,GO:0042254,periodic tryptophan protein 2 homolog,,,,,,
,TR36027|c1_g2_i1,GO:0006886,periodic tryptophan protein 2 homolog,,,,,,
,TR36030|c6_g1_i1,GO:0032550,leucine-rich repeat protein kinase family protein isoform 1,,,,,,
,TR36030|c6_g1_i1,GO:0006464,leucine-rich repeat protein kinase family protein isoform 1,,,,,,
,TR36030|c6_g1_i1,GO:0010073,leucine-rich repeat protein kinase family protein isoform 1,,,,,,
,TR36030|c6_g1_i1,GO:0044425,leucine-rich repeat protein kinase family protein isoform 1,,,,,,
,TR36030|c6_g1_i1,GO:0006796,leucine-rich repeat protein kinase family protein isoform 1,,,,,,
,TR36030|c6_g1_i1,GO:0016301,leucine-rich repeat protein kinase family protein isoform 1,,,,,,
,TR36066|c0_g1_i1,GO:0019852,l-galactono- -lactone dehydrogenase,,,,,,
,TR36066|c0_g1_i1,GO:0043231,l-galactono- -lactone dehydrogenase,,,,,,
,TR36066|c0_g1_i1,GO:0016616,l-galactono- -lactone dehydrogenase,,,,,,
,TR36066|c0_g1_i1,GO:0044425,l-galactono- -lactone dehydrogenase,,,,,,
,TR36066|c0_g1_i1,GO:0031090,l-galactono- -lactone dehydrogenase,,,,,,
,TR36066|c0_g1_i1,GO:0000166,l-galactono- -lactone dehydrogenase,,,,,,
,TR36066|c0_g1_i1,GO:0016632,l-galactono- -lactone dehydrogenase,,,,,,
,TR36066|c0_g1_i1,GO:0043094,l-galactono- -lactone dehydrogenase,,,,,,
,TR36066|c0_g1_i1,GO:0016899,l-galactono- -lactone dehydrogenase,,,,,,
,TR36085|c8_g1_i3,GO:0003916,uncharacterized protein loc103944567 isoform x1,,,,,,
,TR36089|c5_g1_i2,GO:0006007,probable fructose-bisphosphate aldolase chloroplastic,,,,,,
,TR36089|c5_g1_i2,GO:0016832,probable fructose-bisphosphate aldolase chloroplastic,,,,,,
,TR36089|c5_g1_i2,GO:0006090,probable fructose-bisphosphate aldolase chloroplastic,,,,,,
,TR36089|c5_g1_i2,GO:0009532,probable fructose-bisphosphate aldolase chloroplastic,,,,,,
,TR36089|c5_g1_i2,GO:0006970,probable fructose-bisphosphate aldolase chloroplastic,,,,,,
,TR36089|c5_g1_i2,GO:0031976,probable fructose-bisphosphate aldolase chloroplastic,,,,,,
,TR36089|c5_g1_i2,GO:0044434,probable fructose-bisphosphate aldolase chloroplastic,,,,,,
Ribpr cpx,TR36093|c2_g1_i3,GO:0071704,utp--glucose-1-phosphate uridylyltransferase-like isoform x1,,,,,,
,TR36093|c2_g1_i3,GO:0070569,utp--glucose-1-phosphate uridylyltransferase-like isoform x1,,,,,,
,TR36093|c2_g1_i3,GO:0044237,utp--glucose-1-phosphate uridylyltransferase-like isoform x1,,,,,,
,TR36093|c2_g1_i3,GO:0030529,utp--glucose-1-phosphate uridylyltransferase-like isoform x1,,,,,,
,TR36093|c2_g1_i3,GO:0044238,utp--glucose-1-phosphate uridylyltransferase-like isoform x1,,,,,,
,TR36107|c3_g1_i1,GO:0044237,mechanosensitive channel of small conductance-like isoform 1,,,,,,
,TR36107|c3_g1_i1,GO:0009521,mechanosensitive channel of small conductance-like isoform 1,,,,,,
,TR36107|c3_g1_i1,GO:0044763,mechanosensitive channel of small conductance-like isoform 1,,,,,,
Gen/sile,TR36131|c0_g1_i1,GO:1901363,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:0044430,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:0016569,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:0015630,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:0006259,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:0006342,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:0043414,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:0043234,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:0036094,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:0097159,kinesin-like protein kin12a,,,,,,
,TR36131|c0_g1_i1,GO:1902589,kinesin-like protein kin12a,,,,,,
,TR36146|c1_g1_i1,GO:0036094,nima-related kinase 7,,,,,,
,TR36146|c1_g1_i1,GO:0004672,nima-related kinase 7,,,,,,
,TR36146|c1_g1_i1,GO:0044237,nima-related kinase 7,,,,,,
,TR36146|c1_g1_i1,GO:1901363,nima-related kinase 7,,,,,,
,TR36146|c1_g1_i1,GO:0097159,nima-related kinase 7,,,,,,
,TR36164|c7_g1_i1,GO:0005515,tetratricopeptide repeat protein 7a-like,,,,,,
,TR36164|c7_g1_i1,GO:0016020,tetratricopeptide repeat protein 7a-like,,,,,,
,TR36184|c0_g2_i4,GO:0005911,condensin complex subunit 3-like,,,,,,
,TR36184|c0_g2_i4,GO:0006950,condensin complex subunit 3-like,,,,,,
,TR36184|c0_g2_i4,GO:0000793,condensin complex subunit 3-like,,,,,,
,TR36184|c0_g2_i4,GO:0022402,condensin complex subunit 3-like,,,,,,
rib mod,TR36200|c0_g1_i4,GO:0006399,trna (guanine -n1)-methyltransferase 2,,,,,,
,TR36200|c0_g1_i4,GO:0009019,trna (guanine -n1)-methyltransferase 2,,,,,,
,TR36200|c0_g1_i4,GO:0001510,trna (guanine -n1)-methyltransferase 2,,,,,,
,TR36200|c0_g1_i4,GO:0044429,trna (guanine -n1)-methyltransferase 2,,,,,,
Ribpr cpx,TR36244|c1_g1_i1,GO:0034645,40s ribosomal protein s13,,,,,,
,TR36244|c1_g1_i1,GO:0030529,40s ribosomal protein s13,,,,,,
,TR36244|c1_g1_i1,GO:0005198,40s ribosomal protein s13,,,,,,
,TR36253|c3_g1_i1,GO:0043234,phragmoplast orienting kinesin,,,,,,
,TR36253|c3_g1_i1,GO:0036094,phragmoplast orienting kinesin,,,,,,
,TR36253|c3_g1_i1,GO:0044430,phragmoplast orienting kinesin,,,,,,
,TR36253|c3_g1_i1,GO:1901363,phragmoplast orienting kinesin,,,,,,
,TR36253|c3_g1_i1,GO:0097159,phragmoplast orienting kinesin,,,,,,
,TR36253|c3_g1_i1,GO:0015630,phragmoplast orienting kinesin,,,,,,
,TR36254|c5_g2_i1,GO:0009642,tetratricopeptide repeat-like superfamily protein,,,,,,
,TR36254|c5_g2_i1,GO:0044267,tetratricopeptide repeat-like superfamily protein,,,,,,
,TR36254|c5_g2_i1,GO:0000302,tetratricopeptide repeat-like superfamily protein,,,,,,
,TR36254|c5_g2_i1,GO:0033554,tetratricopeptide repeat-like superfamily protein,,,,,,
,TR36254|c5_g2_i1,GO:0006221,tetratricopeptide repeat-like superfamily protein,,,,,,
ribpr cpx bg,TR36259|c4_g1_i4,GO:0022618,60s ribosome subunit biogenesis protein nip7 homolog,,,,,,
,TR36259|c4_g1_i4,GO:0003676,60s ribosome subunit biogenesis protein nip7 homolog,,,,,,
,TR36259|c4_g1_i4,GO:0043231,60s ribosome subunit biogenesis protein nip7 homolog,,,,,,
,TR36278|c0_g1_i1,GO:0036094,tmv resistance protein n-like,,,,,,
,TR36278|c0_g1_i1,GO:1901363,tmv resistance protein n-like,,,,,,
,TR36278|c0_g1_i1,GO:0097159,tmv resistance protein n-like,,,,,,
,TR36354|c5_g1_i1,GO:0005875,PREDICTED: kinesin-1-like [Cucumis sativus],,,,,,
,TR36354|c5_g1_i1,GO:0015631,PREDICTED: kinesin-1-like [Cucumis sativus],,,,,,
,TR36354|c5_g1_i1,GO:0007017,PREDICTED: kinesin-1-like [Cucumis sativus],,,,,,
,TR36354|c5_g1_i1,GO:0003774,PREDICTED: kinesin-1-like [Cucumis sativus],,,,,,
,TR36354|c5_g1_i1,GO:0032550,PREDICTED: kinesin-1-like [Cucumis sativus],,,,,,
,TR36369|c0_g1_i2,GO:0005875,kinesin motor family protein,,,,,,
,TR36369|c0_g1_i2,GO:0015631,kinesin motor family protein,,,,,,
,TR36369|c0_g1_i2,GO:0007017,kinesin motor family protein,,,,,,
,TR36369|c0_g1_i2,GO:0003774,kinesin motor family protein,,,,,,
,TR36369|c0_g1_i2,GO:0032550,kinesin motor family protein,,,,,,
,TR36417|c4_g1_i1,GO:0017111,tubulin beta-1 chain-like,,,,,,
,TR36417|c4_g1_i1,GO:0032550,tubulin beta-1 chain-like,,,,,,
,TR36417|c4_g1_i1,GO:0009154,tubulin beta-1 chain-like,,,,,,
,TR36417|c4_g1_i1,GO:0043234,tubulin beta-1 chain-like,,,,,,
,TR36417|c4_g1_i1,GO:0043232,tubulin beta-1 chain-like,,,,,,
,TR36417|c4_g1_i1,GO:0043623,tubulin beta-1 chain-like,,,,,,
,TR36417|c4_g1_i1,GO:0005198,tubulin beta-1 chain-like,,,,,,
,TR36418|c1_g1_i2,GO:0043169,polyphenol oxidase,,,,,,
,TR36418|c1_g1_i2,GO:0042440,polyphenol oxidase,,,,,,
,TR36418|c1_g1_i2,GO:0016682,polyphenol oxidase,,,,,,
rib bioge,TR36427|c2_g1_i1,GO:0042254,uncharacterized protein,,,,,,
ribpr cpx bg,TR36427|c2_g1_i1,GO:0030684,uncharacterized protein,,,,,,
,TR36430|c2_g1_i1,GO:0017111,translation elongation factor efg ef2 protein isoform 1,,,,,,
,TR36430|c2_g1_i1,GO:0032550,translation elongation factor efg ef2 protein isoform 1,,,,,,
,TR36430|c2_g1_i1,GO:0009154,translation elongation factor efg ef2 protein isoform 1,,,,,,
,TR36430|c2_g1_i1,GO:0043231,translation elongation factor efg ef2 protein isoform 1,,,,,,
,TR36430|c2_g1_i1,GO:0006414,translation elongation factor efg ef2 protein isoform 1,,,,,,
,TR36430|c2_g1_i1,GO:0008135,translation elongation factor efg ef2 protein isoform 1,,,,,,
,TR36459|c3_g1_i2,GO:0015291,protein transparent testa 12-like,,,,,,
,TR36459|c3_g1_i2,GO:0044425,protein transparent testa 12-like,,,,,,
,TR36459|c3_g1_i2,GO:0015893,protein transparent testa 12-like,,,,,,
,TR36459|c3_g1_i2,GO:0044763,protein transparent testa 12-like,,,,,,
,TR36503|c0_g1_i1,GO:0005984,blue-light photoreceptor phr2,,,,,,
,TR36503|c0_g1_i1,GO:0005982,blue-light photoreceptor phr2,,,,,,
,TR36503|c0_g1_i1,GO:0006259,blue-light photoreceptor phr2,,,,,,
,TR36503|c0_g1_i1,GO:0016830,blue-light photoreceptor phr2,,,,,,
,TR36503|c0_g1_i1,GO:0006090,blue-light photoreceptor phr2,,,,,,
,TR36503|c0_g1_i1,GO:0006464,blue-light photoreceptor phr2,,,,,,
,TR36503|c0_g1_i1,GO:0050794,blue-light photoreceptor phr2,,,,,,
,TR36503|c0_g1_i1,GO:0038023,blue-light photoreceptor phr2,,,,,,
,TR36503|c0_g1_i1,GO:0046471,blue-light photoreceptor phr2,,,,,,
,TR36503|c0_g1_i1,GO:0016109,blue-light photoreceptor phr2,,,,,,
,TR36504|c2_g1_i25,GO:0008152,alpha-galactosidase-like isoform x1,,,,,,
,TR36504|c2_g1_i25,GO:0005618,alpha-galactosidase-like isoform x1,,,,,,
,TR36504|c2_g1_i25,GO:0004557,alpha-galactosidase-like isoform x1,,,,,,
,TR36505|c1_g1_i5,GO:0016787,gdsl esterase lipase cprd49-like isoform 1,,,,,,
,TR36505|c1_g1_i5,GO:0044238,gdsl esterase lipase cprd49-like isoform 1,,,,,,
,TR36506|c4_g2_i2,GO:0005488,f-box protein pp2-a15-like,,,,,,
,TR36544|c0_g1_i1,GO:0006259,replication protein a 70 kda dna-binding subunit b-like,,,,,,
,TR36544|c0_g1_i1,GO:0003676,replication protein a 70 kda dna-binding subunit b-like,,,,,,
,TR36544|c0_g1_i1,GO:0043231,replication protein a 70 kda dna-binding subunit b-like,,,,,,
,TR36608|c2_g2_i3,GO:0016772,kinase superfamily,,,,,,
,TR36609|c1_g1_i7,GO:0044425,auxin efflux carrier family,,,,,,
,TR36609|c1_g1_i7,GO:0044763,auxin efflux carrier family,,,,,,
,TR36654|c4_g1_i1,GO:0005875,125 kda kinesin-related protein isoform 1,,,,,,
,TR36654|c4_g1_i1,GO:0015631,125 kda kinesin-related protein isoform 1,,,,,,
,TR36654|c4_g1_i1,GO:0007017,125 kda kinesin-related protein isoform 1,,,,,,
,TR36654|c4_g1_i1,GO:0003774,125 kda kinesin-related protein isoform 1,,,,,,
,TR36654|c4_g1_i1,GO:0032550,125 kda kinesin-related protein isoform 1,,,,,,
,TR36689|c4_g3_i1,GO:0097159,dna repair protein xrcc3 homolog,,,,,,
,TR36689|c4_g3_i1,GO:0006139,dna repair protein xrcc3 homolog,,,,,,
,TR36689|c4_g3_i1,GO:1901363,dna repair protein xrcc3 homolog,,,,,,
,TR36805|c2_g1_i1,GO:0044425,mitochondrial phosphate carrier protein mitochondrial,,,,,,
,TR36805|c2_g1_i1,GO:0051234,mitochondrial phosphate carrier protein mitochondrial,,,,,,
,TR36812|c0_g3_i2,GO:0016853,lupeol synthase,,,,,,
,TR36875|c0_g1_i1,GO:0005488,serine-threonine protein plant-,,,,,,
,TR36875|c0_g1_i1,GO:0004672,serine-threonine protein plant-,,,,,,
,TR36875|c0_g1_i1,GO:0016310,serine-threonine protein plant-,,,,,,
,TR36876|c0_g1_i1,GO:0016757,udp-glycosyltransferase 74e2-like,,,,,,
,TR36904|c3_g1_i3,GO:0005875,atp binding microtubule motor family protein isoform 2,,,,,,
,TR36904|c3_g1_i3,GO:0015631,atp binding microtubule motor family protein isoform 2,,,,,,
,TR36904|c3_g1_i3,GO:0007017,atp binding microtubule motor family protein isoform 2,,,,,,
,TR36904|c3_g1_i3,GO:0003774,atp binding microtubule motor family protein isoform 2,,,,,,
,TR36904|c3_g1_i3,GO:0032550,atp binding microtubule motor family protein isoform 2,,,,,,
,TR36909|c5_g1_i1,GO:0006996,low quality protein: importin-4-like,,,,,,
,TR36909|c5_g1_i1,GO:0043231,low quality protein: importin-4-like,,,,,,
,TR36909|c5_g1_i1,GO:0017016,low quality protein: importin-4-like,,,,,,
,TR36909|c5_g1_i1,GO:0051603,low quality protein: importin-4-like,,,,,,
,TR36909|c5_g1_i1,GO:0044444,low quality protein: importin-4-like,,,,,,
,TR36909|c5_g1_i1,GO:0006006,low quality protein: importin-4-like,,,,,,
,TR36909|c5_g1_i1,GO:0015031,low quality protein: importin-4-like,,,,,,
,TR36914|c1_g1_i3,GO:0016872,cycloeucalenol cycloisomerase,,,,,,
,TR36922|c3_g1_i6,GO:0008757,dna (cytosine-5)-methyltransferase cmt2-like,,,,,,
,TR36922|c3_g1_i6,GO:0032776,dna (cytosine-5)-methyltransferase cmt2-like,,,,,,
,TR36922|c3_g1_i6,GO:0003676,dna (cytosine-5)-methyltransferase cmt2-like,,,,,,
,TR36922|c3_g1_i6,GO:0043231,dna (cytosine-5)-methyltransferase cmt2-like,,,,,,
,TR36988|c9_g2_i1,GO:0005875,di-glucose binding protein with kinesin motor domain,,,,,,
,TR36988|c9_g2_i1,GO:0015631,di-glucose binding protein with kinesin motor domain,,,,,,
,TR36988|c9_g2_i1,GO:0007017,di-glucose binding protein with kinesin motor domain,,,,,,
,TR36988|c9_g2_i1,GO:0003774,di-glucose binding protein with kinesin motor domain,,,,,,
,TR36988|c9_g2_i1,GO:0032550,di-glucose binding protein with kinesin motor domain,,,,,,
,TR37004|c0_g1_i2,GO:0034645,60s ribosomal protein l4-like,,,,,,
,TR37004|c0_g1_i2,GO:0030529,60s ribosomal protein l4-like,,,,,,
,TR37004|c0_g1_i2,GO:0005198,60s ribosomal protein l4-like,,,,,,
,TR37012|c1_g2_i1,GO:0044710,fad nad -binding oxidoreductase family protein,,,,,,
,TR37012|c1_g2_i1,GO:0003824,fad nad -binding oxidoreductase family protein,,,,,,
,TR37014|c0_g2_i1,GO:0071704,mitochondrial import inner membrane translocase subunit tim50-like,,,,,,
,TR37014|c0_g2_i1,GO:0044249,mitochondrial import inner membrane translocase subunit tim50-like,,,,,,
,TR37014|c0_g2_i1,GO:0043231,mitochondrial import inner membrane translocase subunit tim50-like,,,,,,
,TR37014|c0_g2_i1,GO:0044238,mitochondrial import inner membrane translocase subunit tim50-like,,,,,,
,TR37014|c0_g2_i1,GO:0043234,mitochondrial import inner membrane translocase subunit tim50-like,,,,,,
,TR37014|c0_g2_i1,GO:0019866,mitochondrial import inner membrane translocase subunit tim50-like,,,,,,
,TR37014|c0_g2_i1,GO:0044699,mitochondrial import inner membrane translocase subunit tim50-like,,,,,,
,TR37014|c0_g2_i1,GO:0044425,mitochondrial import inner membrane translocase subunit tim50-like,,,,,,
,TR37014|c0_g2_i1,GO:0015031,mitochondrial import inner membrane translocase subunit tim50-like,,,,,,
Ribpr cpx,TR37054|c1_g2_i1,GO:0034645,60s acidic ribosomal protein p2-2-like,,,,,,
,TR37054|c1_g2_i1,GO:0030529,60s acidic ribosomal protein p2-2-like,,,,,,
,TR37054|c1_g2_i1,GO:0005198,60s acidic ribosomal protein p2-2-like,,,,,,
,TR37069|c4_g2_i2,GO:0016301,adenosine kinase,,,,,,
,TR37069|c4_g2_i2,GO:0016776,adenosine kinase,,,,,,
,TR37069|c4_g2_i2,GO:0009117,adenosine kinase,,,,,,
,TR37069|c4_g2_i2,GO:0032550,adenosine kinase,,,,,,
,TR37108|c1_g1_i1,GO:0044425,solute carrier family 25 member 48,,,,,,
,TR37108|c1_g1_i1,GO:0051234,solute carrier family 25 member 48,,,,,,
Ribpr cpx,TR37110|c0_g1_i2,GO:0034645,60s ribosomal protein l23,,,,,,
,TR37110|c0_g1_i2,GO:0030529,60s ribosomal protein l23,,,,,,
,TR37110|c0_g1_i2,GO:0005198,60s ribosomal protein l23,,,,,,
,TR37150|c0_g1_i4,GO:1902589,uncharacterized protein loc100261455,,,,,,
,TR37165|c0_g2_i2,GO:0016846,lactoylglutathione lyase-like isoform x1,,,,,,
,TR37165|c0_g2_i2,GO:0043169,lactoylglutathione lyase-like isoform x1,,,,,,
,TR37167|c1_g1_i1,GO:0006007,giant chloroplast 1 family protein,,,,,,
,TR37167|c1_g1_i1,GO:0006090,giant chloroplast 1 family protein,,,,,,
,TR37167|c1_g1_i1,GO:0009668,giant chloroplast 1 family protein,,,,,,
,TR37167|c1_g1_i1,GO:0009526,giant chloroplast 1 family protein,,,,,,
,TR37167|c1_g1_i1,GO:0009658,giant chloroplast 1 family protein,,,,,,
,TR37167|c1_g1_i1,GO:0048037,giant chloroplast 1 family protein,,,,,,
,TR37167|c1_g1_i1,GO:0016109,giant chloroplast 1 family protein,,,,,,
Gen/sile,TR37185|c6_g1_i1,GO:0009888,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0005515,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0043231,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0045229,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0035194,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0009755,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0048580,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0001071,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0065001,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0006342,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0010051,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0022610,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0007015,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0090567,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0000904,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0000578,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0009887,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0000975,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0009799,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0048528,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0010053,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37185|c6_g1_i1,GO:0034968,transcriptional factor b3 family protein auxin-responsive factor aux iaa-related,,,,,,
,TR37191|c4_g1_i5,GO:0004180,serine carboxypeptidase 45,,,,,,
,TR37196|c6_g1_i7,GO:0017111,abc2 isoform 1,,,,,,
,TR37196|c6_g1_i7,GO:0032550,abc2 isoform 1,,,,,,
,TR37196|c6_g1_i7,GO:0009154,abc2 isoform 1,,,,,,
,TR37209|c2_g4_i8,GO:0009987,brct domain-containing family protein,,,,,,
,TR37238|c6_g1_i2,GO:0005975,malate dehydrogenase mitochondrial,,,,,,
,TR37238|c6_g1_i2,GO:0043648,malate dehydrogenase mitochondrial,,,,,,
,TR37238|c6_g1_i2,GO:0016615,malate dehydrogenase mitochondrial,,,,,,
,TR37257|c1_g2_i2,GO:0003676,proliferating cell nuclear antigen,,,,,,
,TR37257|c1_g2_i2,GO:0043231,proliferating cell nuclear antigen,,,,,,
,TR37257|c1_g2_i2,GO:0030234,proliferating cell nuclear antigen,,,,,,
,TR37257|c1_g2_i2,GO:0051052,proliferating cell nuclear antigen,,,,,,
,TR37295|c6_g1_i5,GO:0016646,amino acid dehydrogenase family protein,,,,,,
,TR37295|c6_g1_i5,GO:0006760,amino acid dehydrogenase family protein,,,,,,
,TR37297|c2_g2_i1,GO:0051707,phospho-2-dehydro-3-deoxyheptonate aldolase chloroplast,,,,,,
,TR37297|c2_g2_i1,GO:0009694,phospho-2-dehydro-3-deoxyheptonate aldolase chloroplast,,,,,,
,TR37297|c2_g2_i1,GO:0009536,phospho-2-dehydro-3-deoxyheptonate aldolase chloroplast,,,,,,
,TR37297|c2_g2_i1,GO:0001101,phospho-2-dehydro-3-deoxyheptonate aldolase chloroplast,,,,,,
,TR37297|c2_g2_i1,GO:0008652,phospho-2-dehydro-3-deoxyheptonate aldolase chloroplast,,,,,,
,TR37297|c2_g2_i1,GO:0016765,phospho-2-dehydro-3-deoxyheptonate aldolase chloroplast,,,,,,
,TR37297|c2_g2_i1,GO:0043650,phospho-2-dehydro-3-deoxyheptonate aldolase chloroplast,,,,,,
,TR37301|c1_g3_i1,GO:0046872,myrcene chloroplastic-like,,,,,,
,TR37301|c1_g3_i1,GO:0016829,myrcene chloroplastic-like,,,,,,
,TR37343|c1_g1_i1,GO:0030243,cellulose synthase-like protein g3,,,,,,
,TR37343|c1_g1_i1,GO:0016759,cellulose synthase-like protein g3,,,,,,
,TR37343|c1_g1_i1,GO:0044425,cellulose synthase-like protein g3,,,,,,
,TR37445|c9_g2_i2,GO:0032550,cryptochrome chloroplastic mitochondrial,,,,,,
,TR37445|c9_g2_i2,GO:0003676,cryptochrome chloroplastic mitochondrial,,,,,,
,TR37445|c9_g2_i2,GO:0006259,cryptochrome chloroplastic mitochondrial,,,,,,
,TR37445|c9_g2_i2,GO:0016830,cryptochrome chloroplastic mitochondrial,,,,,,
,TR37445|c9_g2_i2,GO:0009536,cryptochrome chloroplastic mitochondrial,,,,,,
,TR37445|c9_g2_i2,GO:0006464,cryptochrome chloroplastic mitochondrial,,,,,,
,TR37445|c9_g2_i2,GO:0050794,cryptochrome chloroplastic mitochondrial,,,,,,
,TR37445|c9_g2_i2,GO:0038023,cryptochrome chloroplastic mitochondrial,,,,,,
,TR37469|c1_g1_i1,GO:0016740,abc1 protein at2g40090,,,,,,
,TR37469|c1_g1_i1,GO:0051234,abc1 protein at2g40090,,,,,,
,TR37474|c0_g9_i1,GO:0071103,dna topoisomerase 2,,,,,,
,TR37474|c0_g9_i1,GO:0032550,dna topoisomerase 2,,,,,,
,TR37474|c0_g9_i1,GO:0009154,dna topoisomerase 2,,,,,,
,TR37474|c0_g9_i1,GO:0003676,dna topoisomerase 2,,,,,,
,TR37474|c0_g9_i1,GO:0016853,dna topoisomerase 2,,,,,,
,TR37474|c0_g9_i1,GO:0008094,dna topoisomerase 2,,,,,,
,TR37518|c2_g3_i1,GO:0032550,armadillo repeat kinesin 2 isoform 1,,,,,,
,TR37518|c2_g3_i1,GO:0005875,armadillo repeat kinesin 2 isoform 1,,,,,,
,TR37518|c2_g3_i1,GO:0044767,armadillo repeat kinesin 2 isoform 1,,,,,,
,TR37518|c2_g3_i1,GO:0003774,armadillo repeat kinesin 2 isoform 1,,,,,,
,TR37518|c2_g3_i1,GO:0007017,armadillo repeat kinesin 2 isoform 1,,,,,,
,TR37518|c2_g3_i1,GO:0015631,armadillo repeat kinesin 2 isoform 1,,,,,,
,TR37521|c4_g2_i3,GO:0032787,bifunctional 3-dehydroquinate dehydratase shikimate chloroplastic-like,,,,,,
,TR37521|c4_g2_i3,GO:0016616,bifunctional 3-dehydroquinate dehydratase shikimate chloroplastic-like,,,,,,
,TR37521|c4_g2_i3,GO:0016836,bifunctional 3-dehydroquinate dehydratase shikimate chloroplastic-like,,,,,,
,TR37521|c4_g2_i3,GO:0000166,bifunctional 3-dehydroquinate dehydratase shikimate chloroplastic-like,,,,,,
,TR37532|c2_g1_i6,GO:0044710,cytochrome p450,,,,,,
,TR37532|c2_g1_i6,GO:0016709,cytochrome p450,,,,,,
,TR37532|c2_g1_i6,GO:0046914,cytochrome p450,,,,,,
,TR37532|c2_g1_i6,GO:0046906,cytochrome p450,,,,,,
,TR37537|c4_g1_i7,GO:0016791,putative metallophosphatase [Lupinus luteus],,,,,,
,TR37537|c4_g1_i7,GO:0006796,putative metallophosphatase [Lupinus luteus],,,,,,
,TR37537|c4_g1_i7,GO:0043169,putative metallophosphatase [Lupinus luteus],,,,,,
,TR37552|c0_g1_i1,GO:0006796,leucine-rich repeat protein kinase family isoform 1,,,,,,
,TR37552|c0_g1_i1,GO:0016301,leucine-rich repeat protein kinase family isoform 1,,,,,,
,TR37552|c0_g1_i1,GO:0006464,leucine-rich repeat protein kinase family isoform 1,,,,,,
,TR37552|c0_g1_i1,GO:0032550,leucine-rich repeat protein kinase family isoform 1,,,,,,
Rib bioge,TR37598|c3_g1_i1,GO:0000469,nucleolar complex protein 4 homolog,,,,,,
ribpr cpx bg,TR37598|c3_g1_i1,GO:0043232,nucleolar complex protein 4 homolog,,,,,,
,TR37598|c3_g1_i1,GO:0006221,nucleolar complex protein 4 homolog,,,,,,
,TR37598|c3_g1_i1,GO:0044428,nucleolar complex protein 4 homolog,,,,,,
,TR37598|c3_g1_i1,GO:0003006,nucleolar complex protein 4 homolog,,,,,,
